DATE,QUANTITIES_Kgs,VALUE,PFco_Code,Total_values,cluster,segmentasi_produk
13-Jul-21,53.66,14400.0,404,772704.0,0,slow moving
13-Jul-21,53.98,14400.0,404,777312.0,0,slow moving
02-Jul-21,7.1,2100.0,404,14910.0,0,slow moving
03-Jul-21,53.3,14850.0,404,791505.0,0,slow moving
10-Jul-21,54.52,14850.0,404,809622.0,0,slow moving
12-Jul-21,53.46,14850.0,404,793881.0,0,slow moving
26-Jul-21,53.26,14850.0,404,790911.0,0,slow moving
01-Jul-21,213.78,57600.0,404,12313728.0,0,slow moving
27-Aug-21,271.52,74250.0,404,20160360.0,0,slow moving
02-Aug-21,53.78,14850.0,404,798633.0,0,slow moving
07-Aug-21,109.57,29700.0,404,3254229.0,0,slow moving
16-Aug-21,110.88,29700.0,404,3293136.0,0,slow moving
24-Aug-21,108.62,29700.0,404,3226014.0,0,slow moving
23-Sep-21,54.75,15300.0,404,837675.0,0,slow moving
17-Sep-21,54.75,14400.0,404,788400.0,0,slow moving
06-Sep-21,36.1,9900.0,404,357390.0,0,slow moving
16-Sep-21,53.55,14400.0,404,771120.0,0,slow moving
04-Sep-21,25.35,6930.0,404,175675.5,0,slow moving
25-Sep-21,56.24,14850.0,404,835164.0,0,slow moving
05-Oct-21,73.21,16800.0,404,1229928.0,0,slow moving
26-Oct-21,54.35,15750.0,404,856012.5,0,slow moving
26-Oct-21,56.48,15750.0,404,889560.0,0,slow moving
04-Oct-21,54.15,14850.0,404,804127.5,0,slow moving
12-Oct-21,112.42,29700.0,404,3338874.0,0,slow moving
27-Oct-21,55.36,14850.0,404,822096.0,0,slow moving
16-Nov-21,26.26,6930.0,404,181981.8,0,slow moving
22-Nov-21,22.66,5940.0,404,134600.4,0,slow moving
11-Dec-21,18.25,5100.0,404,93075.0,0,slow moving
04-Dec-21,53.68,15750.0,404,845460.0,0,slow moving
22-Dec-21,53.38,15750.0,404,840735.0,0,slow moving
18-Dec-21,36.5,9900.0,404,361350.0,0,slow moving
11-Dec-21,55.35,15750.0,404,871762.5,0,slow moving
06-Dec-21,54.15,14850.0,404,804127.5,0,slow moving
16-Dec-21,52.92,14850.0,404,785862.0,0,slow moving
24-Dec-21,218.46,59400.0,404,12976524.0,0,slow moving
28-Jan-22,219.97,59400.0,404,13066218.0,0,slow moving
29-Jan-22,7.22,2400.0,404,17328.0,0,slow moving
19-Jan-22,36.19,9900.0,404,358281.0,0,slow moving
19-Jan-22,14.66,4200.0,404,61572.0,0,slow moving
14-Feb-22,53.82,14850.0,404,799227.0,0,slow moving
10-Feb-22,55.65,14850.0,404,826402.5,0,slow moving
21-Feb-22,54.57,14850.0,404,810364.5,0,slow moving
18-Mar-22,35.51,10500.0,404,372855.0,0,slow moving
01-Mar-22,35.52,9900.0,404,351648.0,0,slow moving
04-Mar-22,106.63,29700.0,404,3166911.0,0,slow moving
18-Apr-22,165.07,44550.0,404,7353868.5,0,slow moving
22-Apr-22,110.52,29700.0,404,3282444.0,0,slow moving
12-Apr-22,168.5,43200.0,404,7279200.0,0,slow moving
15-Apr-22,3.53,1050.0,404,3706.5,0,slow moving
20-May-22,109.39,29700.0,404,3248883.0,0,slow moving
10-May-22,54.75,15300.0,404,837675.0,0,slow moving
31-May-22,36.36,10200.0,404,370872.0,0,slow moving
07-May-22,113.74,29700.0,404,3378078.0,0,slow moving
24-Jun-22,53.7,15750.0,404,845775.0,0,slow moving
15-Jun-22,162.0,44550.0,404,7217100.0,0,slow moving
06-Jun-22,54.28,14850.0,404,806058.0,0,slow moving
29-Jun-22,3.53,1200.0,404,4236.0,0,slow moving
08-Jun-22,54.75,14850.0,404,813037.5,0,slow moving
28-Jun-22,35.7,9900.0,404,353430.0,0,slow moving
29-Jun-22,159.1,44550.0,404,7087905.0,0,slow moving
23-Jul-22,108.5,30600.0,404,3320100.0,0,slow moving
11-Jul-22,162.03,44550.0,404,7218436.5,0,slow moving
15-Jul-22,11.1,3420.0,404,37962.0,0,slow moving
23-Jul-22,53.0,15300.0,404,810900.0,0,slow moving
07-Jul-22,53.7,14850.0,404,797445.0,0,slow moving
18-Jul-22,107.2,29700.0,404,3183840.0,0,slow moving
04-Jul-22,108.06,29700.0,404,3209382.0,0,slow moving
23-Aug-22,158.01,44550.0,404,7039345.5,0,slow moving
05-Aug-22,35.37,10200.0,404,360774.0,0,slow moving
12-Aug-22,53.7,14850.0,404,797445.0,0,slow moving
12-Aug-22,53.0,16200.0,404,858600.0,0,slow moving
02-Aug-22,52.2,14850.0,404,775170.0,0,slow moving
12-Aug-22,34.8,9900.0,404,344520.0,0,slow moving
22-Aug-22,35.04,9900.0,404,346896.0,0,slow moving
05-Sep-22,35.7,10500.0,404,374850.0,0,slow moving
02-Sep-22,53.4,16200.0,404,865080.0,0,slow moving
21-Sep-22,73.6,24000.0,404,1766400.0,0,slow moving
27-Sep-22,36.9,10200.0,404,376380.0,0,slow moving
05-Sep-22,107.6,29700.0,404,3195720.0,0,slow moving
20-Sep-22,109.7,29700.0,404,3258090.0,0,slow moving
08-Sep-22,3.51,1350.0,404,4738.5,0,slow moving
19-Oct-22,110.8,29700.0,404,3290760.0,0,slow moving
07-Oct-22,110.4,28800.0,404,3179520.0,0,slow moving
01-Oct-22,54.6,14850.0,404,810810.0,0,slow moving
18-Oct-22,36.32,9900.0,404,359568.0,0,slow moving
11-Oct-22,36.5,10800.0,404,394200.0,0,slow moving
21-Nov-22,110.4,29700.0,404,3278880.0,0,slow moving
29-Nov-22,55.0,14850.0,404,816750.0,0,slow moving
16-Nov-22,7.2,2100.0,404,15120.0,0,slow moving
19-Nov-22,56.1,16200.0,404,908820.0,0,slow moving
10-Nov-22,55.5,15750.0,404,874125.0,0,slow moving
25-Nov-22,53.34,14850.0,404,792099.0,0,slow moving
30-Dec-22,53.38,15300.0,404,816714.0,0,slow moving
07-Dec-22,53.24,14850.0,404,790614.0,0,slow moving
24-Dec-22,108.95,29700.0,404,3235815.0,0,slow moving
04-Jan-23,110.2,29700.0,404,3272940.0,0,slow moving
19-Jan-23,108.1,29700.0,404,3210570.0,0,slow moving
14-Jan-23,107.5,30600.0,404,3289500.0,0,slow moving
27-Jan-23,107.95,30600.0,404,3303270.0,0,slow moving
24-Jan-23,54.88,15300.0,404,839664.0,0,slow moving
03-Jan-23,109.5,29700.0,404,3252150.0,0,slow moving
24-Jan-23,161.72,44550.0,404,7204626.0,0,slow moving
18-Feb-23,54.25,15750.0,404,854437.5,0,slow moving
10-Feb-23,53.8,15300.0,404,823140.0,0,slow moving
01-Feb-23,110.65,29700.0,404,3286305.0,0,slow moving
06-Feb-23,106.5,29700.0,404,3163050.0,0,slow moving
27-Feb-23,54.6,14850.0,404,810810.0,0,slow moving
16-Feb-23,18.13,5550.0,404,100621.5,0,slow moving
29-Mar-23,14.32,4200.0,404,60144.0,0,slow moving
02-Mar-23,10.8,3150.0,404,34020.0,0,slow moving
17-Mar-23,107.0,29700.0,404,3177900.0,0,slow moving
24-Mar-23,52.3,14850.0,404,776655.0,0,slow moving
12-Apr-23,53.5,14850.0,404,794475.0,0,slow moving
21-Apr-23,53.7,14850.0,404,797445.0,0,slow moving
27-Apr-23,205.4,59400.0,404,12200760.0,0,slow moving
06-Apr-23,35.7,9900.0,404,353430.0,0,slow moving
05-May-23,34.4,10500.0,404,361200.0,0,slow moving
02-May-23,10.44,3150.0,404,32886.0,0,slow moving
04-May-23,51.9,14850.0,404,770715.0,0,slow moving
30-May-23,115.3,29700.0,404,3424410.0,0,slow moving
03-May-23,51.35,15300.0,404,785655.0,0,slow moving
03-May-23,51.2,16650.0,404,852480.0,0,slow moving
24-Jun-23,51.34,14850.0,404,762399.0,0,slow moving
03-Jun-23,57.2,15750.0,404,900900.0,0,slow moving
17-Jun-23,56.1,14850.0,404,833085.0,0,slow moving
10-Jun-23,36.78,9900.0,404,364122.0,0,slow moving
16-Jun-23,168.89,43200.0,404,7296048.0,0,slow moving
27-Jun-23,52.0,14400.0,404,748800.0,0,slow moving
08-Jul-23,153.85,44550.0,404,6854017.5,0,slow moving
12-Jul-23,101.8,29700.0,404,3023460.0,0,slow moving
29-Jul-23,104.0,29700.0,404,3088800.0,0,slow moving
04-Jul-23,52.3,16200.0,404,847260.0,0,slow moving
04-Jul-23,52.0,14850.0,404,772200.0,0,slow moving
21-Jul-23,52.3,14850.0,404,776655.0,0,slow moving
03-Aug-23,50.8,14850.0,404,754380.0,0,slow moving
11-Aug-23,101.9,29700.0,404,3026430.0,0,slow moving
26-Aug-23,51.3,14850.0,404,761805.0,0,slow moving
12-Aug-23,51.1,16200.0,404,827820.0,0,slow moving
23-Aug-23,33.6,10200.0,404,342720.0,0,slow moving
23-Aug-23,50.9,14850.0,404,755865.0,0,slow moving
16-Aug-23,103.3,33300.0,404,3439890.0,0,slow moving
08-Aug-23,51.7,14850.0,404,767745.0,0,slow moving
25-Aug-23,16.84,4950.0,404,83358.0,0,slow moving
02-Sep-23,35.0,10500.0,404,367500.0,0,slow moving
16-Sep-23,18.28,5250.0,404,95970.0,0,slow moving
28-Sep-23,53.7,14850.0,404,797445.0,0,slow moving
30-Sep-23,107.4,28800.0,404,3093120.0,0,slow moving
05-Sep-23,50.5,14850.0,404,749925.0,0,slow moving
13-Sep-23,51.5,14400.0,404,741600.0,0,slow moving
15-Sep-23,55.84,14400.0,404,804096.0,0,slow moving
18-Oct-23,53.04,14850.0,404,787644.0,0,slow moving
27-Oct-23,33.85,9900.0,404,335115.0,0,slow moving
10-Oct-23,55.4,14850.0,404,822690.0,0,slow moving
18-Oct-23,52.0,16650.0,404,865800.0,0,slow moving
07-Oct-23,52.0,14850.0,404,772200.0,0,slow moving
05-Oct-23,53.1,14850.0,404,788535.0,0,slow moving
26-Oct-23,53.1,14850.0,404,788535.0,0,slow moving
02-Nov-23,56.65,14850.0,404,841252.5,0,slow moving
18-Nov-23,7.46,2100.0,404,15666.0,0,slow moving
16-Nov-23,14.38,4200.0,404,60396.0,0,slow moving
24-Nov-23,53.0,14850.0,404,787050.0,0,slow moving
27-Nov-23,52.6,14400.0,404,757440.0,0,slow moving
29-Dec-23,28.85,8400.0,404,242340.0,0,slow moving
22-Dec-23,105.1,27000.0,404,2837700.0,0,slow moving
16-Dec-23,52.3,14850.0,404,776655.0,0,slow moving
30-Dec-23,51.8,14850.0,404,769230.0,0,slow moving
25-Jan-24,52.6,15300.0,404,804780.0,0,slow moving
03-Jan-24,104.8,29700.0,404,3112560.0,0,slow moving
22-Jan-24,52.0,16200.0,404,842400.0,0,slow moving
20-Jan-24,106.6,28800.0,404,3070080.0,0,slow moving
23-Jan-24,51.7,14850.0,404,767745.0,0,slow moving
05-Feb-24,53.9,15750.0,404,848925.0,0,slow moving
06-Feb-24,103.9,29700.0,404,3085830.0,0,slow moving
02-Feb-24,106.2,28800.0,404,3058560.0,0,slow moving
04-Mar-24,70.3,21000.0,404,1476300.0,0,slow moving
05-Mar-24,54.3,14850.0,404,806355.0,0,slow moving
08-Mar-24,53.2,14850.0,404,790020.0,0,slow moving
28-Mar-24,53.7,14850.0,404,797445.0,0,slow moving
07-Mar-24,54.1,14850.0,404,803385.0,0,slow moving
30-Mar-24,110.7,28800.0,404,3188160.0,0,slow moving
23-Apr-24,53.6,14850.0,404,795960.0,0,slow moving
30-Apr-24,0.6,200.0,404,120.0,0,slow moving
20-Apr-24,145.2,36000.0,404,5227200.0,0,slow moving
25-Apr-24,268.4,81000.0,404,21740400.0,0,slow moving
06-Apr-24,35.9,9900.0,404,355410.0,0,slow moving
27-Apr-24,53.8,14850.0,404,798930.0,0,slow moving
08-May-24,53.8,14850.0,404,798930.0,0,slow moving
22-May-24,53.1,14850.0,404,788535.0,0,slow moving
29-May-24,7.1,2400.0,404,17040.0,0,slow moving
21-May-24,51.2,15300.0,404,783360.0,0,slow moving
28-May-24,52.1,14850.0,404,773685.0,0,slow moving
05-Jun-24,101.3,29700.0,404,3008610.0,0,slow moving
27-Jun-24,51.7,14850.0,404,767745.0,0,slow moving
15-Jun-24,51.8,14850.0,404,769230.0,0,slow moving
04-Jul-24,54.2,14850.0,404,804870.0,0,slow moving
16-Jul-24,53.5,14850.0,404,794475.0,0,slow moving
26-Jul-24,107.7,29700.0,404,3198690.0,0,slow moving
11-Jul-24,51.4,14850.0,404,763290.0,0,slow moving
16-Nov-21,28.7,7920.0,405,227304.0,0,slow moving
30-Dec-21,52.64,14850.0,405,781704.0,0,slow moving
12-Mar-22,3.6,1200.0,405,4320.0,0,slow moving
21-Jun-22,7.06,2100.0,405,14826.0,0,slow moving
09-Sep-22,17.8,5100.0,405,90780.0,0,slow moving
30-Jan-23,52.74,14850.0,405,783189.0,0,slow moving
16-Jan-21,1763.06,460800.0,403,812418048.0,2,medium moving
23-Jan-21,1929.48,499200.0,403,963196416.0,2,medium moving
28-Jan-21,17.9,4800.0,403,85920.0,0,slow moving
23-Jan-21,36.46,9600.0,403,350016.0,0,slow moving
27-Jan-21,17.82,4800.0,403,85536.0,0,slow moving
08-Mar-21,56.45,15750.0,403,889087.5,0,slow moving
23-Apr-21,18.31,4800.0,403,87888.0,0,slow moving
06-May-21,109.02,31500.0,403,3434130.0,0,slow moving
06-Jul-21,55.72,14850.0,403,827442.0,0,slow moving
06-Jul-21,53.04,14850.0,403,787644.0,0,slow moving
26-Oct-21,7.2,3290.0,403,23688.0,0,slow moving
02-Nov-21,718.36,231660.0,403,166415277.6,0,slow moving
13-Feb-23,1093.92,315000.0,403,344584800.0,2,medium moving
18-Oct-23,54.22,14850.0,403,805167.0,0,slow moving
19-Oct-23,109.33,29700.0,403,3247101.0,0,slow moving
27-Oct-23,128.58,34650.0,403,4455297.0,0,slow moving
15-Nov-23,3.6,1140.0,403,4104.0,0,slow moving
28-Dec-23,3.6,1200.0,403,4320.0,0,slow moving
25-Apr-24,277.29,81000.0,403,22460490.0,0,slow moving
04-Jul-24,53.6,14850.0,403,795960.0,0,slow moving
20-Feb-21,113.62,30720.0,406,3490406.4,0,slow moving
10-Feb-21,56.7,15600.0,406,884520.0,0,slow moving
17-Feb-21,56.36,15600.0,406,879216.0,0,slow moving
08-Mar-21,56.74,15840.0,406,898761.6,0,slow moving
29-Mar-21,55.76,15840.0,406,883238.4,0,slow moving
03-Apr-21,111.82,30720.0,406,3435110.4,0,slow moving
02-Apr-21,114.0,31680.0,406,3611520.0,0,slow moving
12-Apr-21,57.17,15840.0,406,905572.8,0,slow moving
27-Apr-21,57.3,15840.0,406,907632.0,0,slow moving
02-Jul-21,6.7,2100.0,406,14070.0,0,slow moving
03-Jul-21,52.76,15840.0,406,835718.4,0,slow moving
12-Jul-21,53.06,15840.0,406,840470.4,0,slow moving
26-Jul-21,53.73,15840.0,406,851083.2,0,slow moving
02-Aug-21,53.7,15840.0,406,850608.0,0,slow moving
24-Aug-21,33.3,9900.0,406,329670.0,0,slow moving
04-Sep-21,32.98,9900.0,406,326502.0,0,slow moving
11-Sep-21,51.46,15840.0,406,815126.4,0,slow moving
11-Sep-21,108.11,29700.0,406,3210867.0,0,slow moving
04-Oct-21,54.0,15840.0,406,855360.0,0,slow moving
06-Dec-21,52.98,15840.0,406,839203.2,0,slow moving
24-Dec-21,54.05,15840.0,406,856152.0,0,slow moving
19-Jan-22,67.02,19800.0,406,1326996.0,0,slow moving
22-Mar-22,56.15,15840.0,406,889416.0,0,slow moving
01-Mar-22,21.5,6030.0,406,129645.0,0,slow moving
04-Mar-22,52.48,15840.0,406,831283.2,0,slow moving
18-Apr-22,112.22,31680.0,406,3555129.6,0,slow moving
10-May-22,21.4,6210.0,406,132894.0,0,slow moving
08-Jun-22,53.7,15840.0,406,850608.0,0,slow moving
11-Jul-22,56.4,15840.0,406,893376.0,0,slow moving
07-Jul-22,55.8,15840.0,406,883872.0,0,slow moving
23-Aug-22,55.48,15840.0,406,878803.2,0,slow moving
12-Aug-22,34.4,9900.0,406,340560.0,0,slow moving
22-Aug-22,34.93,9900.0,406,345807.0,0,slow moving
20-Sep-22,54.4,15840.0,406,861696.0,0,slow moving
21-Nov-22,55.4,15840.0,406,877536.0,0,slow moving
29-Nov-22,56.4,15840.0,406,893376.0,0,slow moving
16-Nov-22,14.28,4200.0,406,59976.0,0,slow moving
25-Nov-22,56.6,15840.0,406,896544.0,0,slow moving
19-Jan-23,56.3,15840.0,406,891792.0,0,slow moving
03-Jan-23,54.4,15840.0,406,861696.0,0,slow moving
24-Jan-23,55.4,15840.0,406,877536.0,0,slow moving
24-Mar-23,55.8,15840.0,406,883872.0,0,slow moving
28-Mar-23,55.92,15840.0,406,885772.8,0,slow moving
04-May-23,52.7,15840.0,406,834768.0,0,slow moving
04-May-23,51.7,15840.0,406,818928.0,0,slow moving
03-Jun-23,59.0,16800.0,406,991200.0,0,slow moving
17-Jun-23,55.2,15840.0,406,874368.0,0,slow moving
12-Jul-23,50.6,15840.0,406,801504.0,0,slow moving
29-Jul-23,50.5,15840.0,406,799920.0,0,slow moving
26-Aug-23,54.9,15840.0,406,869616.0,0,slow moving
25-Aug-23,31.3,9900.0,406,309870.0,0,slow moving
05-Oct-23,31.93,9900.0,406,316107.0,0,slow moving
02-Nov-23,58.5,15840.0,406,926640.0,0,slow moving
18-Nov-23,13.66,4200.0,406,57372.0,0,slow moving
24-Nov-23,57.14,15840.0,406,905097.6,0,slow moving
30-Dec-23,55.7,15840.0,406,882288.0,0,slow moving
07-Feb-24,57.3,15840.0,406,907632.0,0,slow moving
23-Apr-24,55.2,15840.0,406,874368.0,0,slow moving
22-May-24,52.9,15840.0,406,837936.0,0,slow moving
15-Jun-24,54.7,15840.0,406,866448.0,0,slow moving
16-Jul-24,55.4,15840.0,406,877536.0,0,slow moving
26-Jul-24,56.8,15840.0,406,899712.0,0,slow moving
04-Jul-24,69.9,19800.0,406,1384020.0,0,slow moving
11-Jul-24,108.7,31680.0,406,3443616.0,0,slow moving
14-Aug-23,72.2,21600.0,403,1559520.0,0,slow moving
11-Jan-21,21.0,5760.0,418,120960.0,0,slow moving
20-Jan-21,35.0,9600.0,418,336000.0,0,slow moving
26-Feb-21,70.0,24000.0,418,1680000.0,0,slow moving
13-Mar-21,34.2,10200.0,418,348840.0,0,slow moving
21-Apr-21,33.81,10200.0,418,344862.0,0,slow moving
27-Apr-21,51.75,14850.0,418,768487.5,0,slow moving
24-Jun-21,34.23,10500.0,418,359415.0,0,slow moving
09-Jul-21,52.47,15300.0,418,802791.0,0,slow moving
02-Aug-21,6.9,2400.0,418,16560.0,0,slow moving
23-Sep-21,20.7,6120.0,418,126684.0,0,slow moving
11-Dec-21,50.7,15300.0,418,775710.0,0,slow moving
20-Dec-21,51.75,14400.0,418,745200.0,0,slow moving
06-Jan-22,68.8,24000.0,418,1651200.0,0,slow moving
10-Feb-22,69.4,19800.0,418,1374120.0,0,slow moving
18-Mar-22,20.7,6300.0,418,130410.0,0,slow moving
16-Mar-22,34.9,9900.0,418,345510.0,0,slow moving
16-Mar-22,255.4,74250.0,418,18963450.0,0,slow moving
23-Mar-22,463.28,133650.0,418,61917372.0,0,slow moving
29-Mar-22,7.0,2400.0,418,16800.0,0,slow moving
11-May-22,21.42,7200.0,418,154224.0,0,slow moving
16-May-22,52.05,14850.0,418,772942.5,0,slow moving
24-Jun-22,50.7,15750.0,418,798525.0,0,slow moving
05-Sep-22,35.4,10500.0,418,371700.0,0,slow moving
18-Oct-22,53.1,14850.0,418,788535.0,0,slow moving
16-Nov-22,10.14,3150.0,418,31941.0,0,slow moving
18-Feb-23,54.1,15750.0,418,852075.0,0,slow moving
05-May-23,35.9,10500.0,418,376950.0,0,slow moving
12-May-23,70.8,24000.0,418,1699200.0,0,slow moving
03-Oct-23,35.4,9600.0,418,339840.0,0,slow moving
18-Nov-23,7.4,2100.0,418,15540.0,0,slow moving
16-Nov-23,14.8,4560.0,418,67488.0,0,slow moving
29-Dec-23,22.38,6300.0,418,140994.0,0,slow moving
22-Feb-24,53.7,14850.0,418,797445.0,0,slow moving
06-Apr-24,85.97,27600.0,418,2372772.0,0,slow moving
10-04-2024,62.62,20400.0,418,1277448.0,0,slow moving
30-May-24,57.5,14850.0,418,853875.0,0,slow moving
13-Jul-24,54.4,15750.0,418,856800.0,0,slow moving
18-Jan-21,105.06,27900.0,419,2931174.0,0,slow moving
02-Jan-21,39.86,9300.0,419,370698.0,0,slow moving
27-Jan-21,51.75,14400.0,419,745200.0,0,slow moving
03-Feb-21,3.32,960.0,419,3187.2,0,slow moving
04-Feb-21,34.42,9900.0,419,340758.0,0,slow moving
25-Feb-21,52.34,14850.0,419,777249.0,0,slow moving
23-Apr-21,53.82,14400.0,419,775008.0,0,slow moving
19-Apr-21,54.4,14850.0,419,807840.0,0,slow moving
10-Jun-21,3.5,1200.0,419,4200.0,0,slow moving
25-Jun-21,71.32,19200.0,419,1369344.0,0,slow moving
16-Jun-21,106.68,29700.0,419,3168396.0,0,slow moving
22-Jun-21,52.94,14850.0,419,786159.0,0,slow moving
21-Jun-21,13.6,3840.0,419,52224.0,0,slow moving
16-Jun-21,70.34,19200.0,419,1350528.0,0,slow moving
15-Jul-21,106.84,29700.0,419,3173148.0,0,slow moving
19-Jul-21,17.54,4800.0,419,84192.0,0,slow moving
19-Jul-21,53.76,14850.0,419,798336.0,0,slow moving
19-Aug-21,53.3,14400.0,419,767520.0,0,slow moving
10-Aug-21,53.12,14850.0,419,788832.0,0,slow moving
25-Sep-21,53.22,14850.0,419,790317.0,0,slow moving
26-Oct-21,17.5,5250.0,419,91875.0,0,slow moving
07-Oct-21,53.32,14850.0,419,791802.0,0,slow moving
19-Oct-21,53.96,14850.0,419,801306.0,0,slow moving
13-Nov-21,51.76,14400.0,419,745344.0,0,slow moving
13-Nov-21,53.34,14400.0,419,768096.0,0,slow moving
20-Dec-21,53.2,14400.0,419,766080.0,0,slow moving
22-Dec-21,53.1,14850.0,419,788535.0,0,slow moving
04-Jan-22,51.88,14400.0,419,747072.0,0,slow moving
21-Jan-22,104.22,29700.0,419,3095334.0,0,slow moving
29-Jan-22,3.45,1200.0,419,4140.0,0,slow moving
01-Feb-22,55.78,14850.0,419,828333.0,0,slow moving
23-Feb-22,35.57,9900.0,419,352143.0,0,slow moving
04-Feb-22,107.54,28800.0,419,3097152.0,0,slow moving
03-Mar-22,71.1,19200.0,419,1365120.0,0,slow moving
25-Mar-22,52.14,14850.0,419,774279.0,0,slow moving
05-Apr-22,56.08,14400.0,419,807552.0,0,slow moving
